recipe_id,title,ingredients,quantities
102,Kerala Style Raw Banana and Suran Kotu Curry Recipe - Kerala Style Plantain & Yam Thoran Recipe,"turmeric powder,salt,green chilli,coconut,red chilli powder,cloves garlic,banana,mustard,oil,black gram,suran,cumin seeds,black pepper","1,1,1,1,1,1,1,1,1,1,1,1,1"
103,Cheese Stuffed Aloo Bonda Recipe,"coriander (dhania),salt,ginger,mustard seeds,asafoetida (hing),mozzarella cheese,gram flour (besan),onion,potato (aloo),turmeric powder,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1"
104,Dahi Wale Paneer Recipe - Paneer In A Curd Gravy,"tomato,red bell pepper (capsicum),red chillies,cumin powder (jeera),cashews almonds (paste),paneer,coriander (dhania) leaves,cloves garlic,onion,lemon,ginger chooped,gram curd,coriander powder,turmeric powder,butter,garam masala powder","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
105,Nutty Aloo Paratha Recipe,"salt,wheat flour,cumin powder (jeera),coriander (dhania) leaves,paneer,ghee,raisins,water make pliable dough,red chilli powder green chillies,potato (aloo),spinach leaves (palak),garam masala powder,mixed nuts","1,1,1,1,1,1,1,1,1,1,1,1,1"
106,Chicken Tikka Taco Recipe Topped With Cheesy Garlic Mayo,"re beans,nutralite cheesy garlic mayo,summer salad,tomato salsa,taco shells,hariyali chicken tikka","1,1,1,1,1,1"
107,Masalewali Turai Sabzi Recipe - Masalawali Turai Sabzi Recipe,"tomato,turmeric powder,salt,ginger,coriander leaves,jaggery,red chilli powder,water,mustard,oil,spoon coriander powder,cumin seeds,trumpet","1,1,1,1,1,1,1,1,1,1,1,1,1"
108,Pudina Mushroom And Soya Biryani Recipe,"ajwain (carom seeds),cloves garlic,onion,soy (nuggets),turmeric powder,green chillies,salt,cardamom (elaichi) podsseeds,mint leaves (pudina),star anise,garam masala powder,red chilli powder,curd,button mushrooms,ginger,ghee,bay leaf (tej patta),biryani masala,basmati rice spices infused water (spices include cinnamon,cinnamon stick (dalchini),cloves (laung)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
109,White Vegetable Kurma Recipe With Coconut & Cashew,"cashew nuts,salt,coconut,fennel seeds (saunf),cardamom (elaichi) podsseeds,cauliflower (gobi),black peppercorns,carrot,ginger garlic paste,onion,poppy seeds,cinnamon stick (dalchini),cumin seeds (jeera),cloves (laung),potato (aloo),green chillies,star anise,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
110,Muttaikose Poriyal Recipe - Cabbage Stir fry With Coconut,"salt,green chilli,mustard seeds,coconut,curry leaves,white urad dal (split),cabbage (patta gobi muttaikose)","1,1,1,1,1,1,1"
111,Bengaluru Style Brinjal Gravy Recipe - For Biryani,"tomato,salt,mustard seeds,brinjal (baingan eggsplant),coriander (dhania) leaves,jaggery,red chilli powder,black peppercorns,ginger garlic paste,onion,tamarind,turmeric powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1"
112,PF Chang's Style Crispy Chicken Lettuce Wraps Recipe,"sweet spicy red chilli sauce (tomato chilli sauce),salt,soy sauce,iceberg lettuce,spring onion (bulb greens),chilli vinegar,garlic,black pepper powder,button mushrooms,red chilli sauce,chicken breasts cm cubes,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1"
113,Lemon Frozen Yogurt Recipe,"orange,orange two,curd,sugar,vanilla drops,lemon,turmeric powder","1,1,1,1,1,1,1"
114,Paneer Capsicum Sandwich Recipe,"wheat brown bread,salt,green chilli,paneer,chaat masala powder,black pepper powder,green bell pepper (capsicum),butter","1,1,1,1,1,1,1,1"
115,Dry Suran Masala Vegetable Recipe,"salt,elephant yam (suransenairatalu),ginger,cumin powder (jeera),red chilli powder,curry leaves,onion,garlic,cumin seeds (jeera),black pepper powder,coriander powder,turmeric powder,green chillies,garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
116,One Pot Pressure Cooker Chicken Curry Recipe - One Pot Pressure Cooker Chicken Curry Recipe,"tomato,turmeric powder,salt,ginger,red chilli powder,water,curry leaves,garlic,onion,coriander powder,coconut oil,chicken breast,garam masala powder","1,1,1,1,1,1,1,1,1,1,1,1,1"
117,Lauki Ka Salan Recipe - Bottle Gourd Salan Recipe,"tomato,salt,ginger,tamarind water,mustard seeds,coconut,red chilli powder,cloves garlic,coriander (dhania) leaves,onion,bottle gourd (lauki),cumin seeds (jeera),methi seeds (fenugreek seeds),peanuts (moongphali),sesame seeds (til seeds),coriander powder,turmeric powder,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
118,Togari Bell Thove Recipe - Tour Dal Juice,"ginger,arhar dal (split toor dal),ghee,mustard seeds,asafoetida (hing),coriander (dhania) leaves,water,curry leaves,lemon,tamarind,turmeric powder,green chillies","1,1,1,1,1,1,1,1,1,1,1,1"
119,Chicken Shawarma Recipe,"salt,cumin powder (jeera),wheat flour,hummus,milk,red chilli powder,virgin olive oil,dry yeast,ginger garlic paste,carrot,sugar,tomato pulp,chilli vinegar,tzatziki,onion,black pepper powder,cucumber,coriander powder,chicken breasts,turmeric powder","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
120,Mushroom Paratha Recipe,"salt,wheat flour,onion,cumin seeds (jeera),ghee parathas,ghee,oil,button mushrooms,turmeric powder,green chillies,garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1"
121,Palak Chana Dal Recipe - Healthy Spinach Gram Dal Recipe,"tomato,salt,green chillies,cumin powder (jeera),chana dal (bengal gram dal),ghee,asafoetida (hing),red chilli powder,water,ginger garlic paste,dry red chillies,onion,cumin seeds (jeera),turmeric powder,spinach leaves (palak)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
122,Pasi Paruppu Kosumalli Recipe (Spiced Lentil Salad Recipe),"salt,yellow moong dal (split),coconut,mustard seeds,asafoetida (hing),coriander (dhania) leaves,carrot,curry leaves,lemon,cucumber,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1"
123,Maharashtrian Style Semolina and Yogurt Cake Recipe,"cashew nuts,baking powder,ghee,saffron strands,raisins,curd,cardamom powder (elaichi),caster sugar,sooji (semolina rava)","1,1,1,1,1,1,1,1,1"
124,Ragi Masala Roti Recipe,"salt,dill leaves,coriander (dhania) leaves,ghee,carrot,ragi flour (finger millet nagli),onion,cumin seeds (jeera),green chillies","1,1,1,1,1,1,1,1,1"
125,Dry Sweet Potato Thoran Recipe,"salt,asafoetida (hing),mustard seeds,curry leaves,white urad dal (split),onion,rasam powder,turmeric powder,sweet potatoes,sunflower oil","1,1,1,1,1,1,1,1,1,1"
126,Oreo Milkshake Recipe,"chocolate sauce,heavy whipping cream,oreo biscuits,milk,scoops,vanilla ice","1,1,1,1,1,1"
127,Mexican Grilled Corn Flavoured With Cheesy Garlic Mayo Recipe,"paprika powder,coriander (dhania) leaves,lemon wedged,sweet corn,parmesan cheese,butter,del monte cheesy garlic mayo","1,1,1,1,1,1,1"
128,Paneer Matar Butter Masala (Indian Cottage Cheese and Peas Masala With Butter) Recipe,"tomato,salt,cashew nuts,ginger,ghee,paneer,cardamom (elaichi) podsseeds,milk,green peas (matar),red chilli powder,onion red,cloves garlic,black peppercorns,sugar,dry red chillies,cinnamon stick (dalchini),coriander (dhania) seeds,kasuri methi (dried fenugreek leaves),sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
129,Dhugare Baingan Recipe - Dhungare Baingan Recipe,"kashmiri red chilli powder,green chilli,yogurt,salt ghee,cumin powder,eggsplant,coriander,onion,garam masala powder","1,1,1,1,1,1,1,1,1"
130,Rajasthani Style Dried Gatta Capsicum Vegetable Recipe,"salt,amchur (dry mango powder),asafoetida (hing),ajwain (carom seeds),red chilli powder,gram flour (besan),curd,coriander (dhania) leaves,cumin seeds (jeera),green bell pepper (capsicum),coriander powder,turmeric powder,garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1"
131,Indo Chinese Crispy Chicken Chilli Recipe,"salt,ginger,corn flour,soy sauce,water,green chilli sauce,garlic,chicken,onion,vinegar,black pepper powder,green bell pepper (capsicum),tomato pasta sauce,flour (maida),red chilli sauce,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
132,And fish soup recipe - Bengali fish curry,"tomato,salt,coriander (dhania) leaves,aar maach (fish) (rohu katla),bay leaf (tej patta),mustard oil,red chilli powder,water,ginger garlic paste,cumin seeds (jeera),coriander powder,turmeric powder,green chillies","1,1,1,1,1,1,1,1,1,1,1,1,1"
133,Stem Lettuce Tamarind Broth Recipe - Surri left behind by Amarnath Greens,"tomato,salt,tamarind pulp,mustard seeds,asafoetida (hing),methi powder (fenugreek powder),sesame (gingelly) oil,cloves garlic,curry leaves,onion,green amaranth leaves,sambar powder","1,1,1,1,1,1,1,1,1,1,1,1"
134,Crispy Masala Peanuts Recipe - Gujarati Sing Bhujia,"salt,chaat masala powder,red chilli powder,water,gram flour (besan),peanuts (moongphali),black pepper powder,coriander powder,rice flour,sunflower oil","1,1,1,1,1,1,1,1,1,1"
135,Maa Ki Dal (Recipe),"tomato,salt,ginger,kashmiri red chilli powder,ghee,kidney beans,black urad dal (split),coriander powder,cumin seeds,garam masala powder","1,1,1,1,1,1,1,1,1,1"
136,Palak Mushroom Makhani Recipe - Creamy Spinach & Mushroom,"tomato,green chillies,cumin powder (jeera),ginger,button mushrooms,salt,ghee,cloves garlic,cinnamon stick (dalchini),cumin seeds (jeera),turmeric powder,spinach leaves (palak),garam masala powder","1,1,1,1,1,1,1,1,1,1,1,1,1"
137,Dahi Bhalla Papdi Chaat Recipe,"cumin powder (jeera),curd vada,anardana powder (pomegranate seed powder),chaat masala powder,boondi sev,sweet chutney (date tamarind),carrot,coriander (dhania) leaves,onion,peanuts (moongphali),papdi puris,green chutney (coriander mint)","1,1,1,1,1,1,1,1,1,1,1,1"
138,Wheat Grass Shikanji - Wheat Grass Lemonade Recipe,"black salt,cumin powder (jeera),lemon,black pepper powder,wheat grass powder","1,1,1,1,1"
139,Chole Masala Recipe - Dry Masala Chickpeas (Recipe),"turmeric powder,salt,gingerpaste,red chilli powder,kabuli channa soak then boil,spoon cumin powder,amchoor powder,oil,coriander powder,chana masala powder,cumin seeds","1,1,1,1,1,1,1,1,1,1,1"
140,Rajasthani Kachri Chutney Recipe - Rajasthani Kachri Ki Chutney Recipe,"salt,ghee,cloves garlic,curd,kachris,dry red chillies,cumin seeds","1,1,1,1,1,1,1"
141,Fasting Potato Paneer Recipe - Potato Paneer Curry Without Onion And Garlic Recipe,"tomato,salt per,gms cheese,ginger grated,red chilli powder,coriander powder,potatoes,oil coriander (dhania) leaves finely,green chillies,cumin powder baked","1,1,1,1,1,1,1,1,1,1"
142, Katachi Amti (Recipe In Hindi),"salt,cumin,black peppers,lentil water chana lentil water,coriander leaves,curry leaves break,jaggery,water,mustard,bay leaf,goda masala,oil,tamarind paste reduce you like","1,1,1,1,1,1,1,1,1,1,1,1,1"
143,Khara Obbattu Recipe (Bread Stuffed With Spicy Potato Mixture Recipe),"salt,wheat flour,ginger,red chilli powder,cloves garlic,curry leaves,curd,coriander (dhania) leaves,onion,cumin seeds (jeera),potato (aloo),sooji (semolina rava),flour (maida),turmeric powder,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
144,Cauliflower Matar Bhurji (Recipe in Hindi),"tomato,turmeric powder,salt,coriander leaves,red chilli powder,ginger garlic paste,onion,oil,green chillies,green peas,garam masala powder,cabbage","1,1,1,1,1,1,1,1,1,1,1,1"
145,Kashmiri Style Paneer Masala Recipe,"tomato,salt,kashmiri red chilli powder,bay leaves (tej patta),cardamom (elaichi) podsseeds,paneer,asafoetida (hing),ajwain (carom seeds),fennel seeds (saunf),saffron strands,curd,dry ginger powder,coriander (dhania) leaves,cinnamon stick (dalchini),garam masala powder","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
146,Aromatic Vegetable Pulao Recipe,"tomato,coriander (dhania),salt,star anise,rice,cardamom (elaichi) podsseeds,potato (aloo),red chilli powder,green peas (matar),carrot,ginger garlic paste,mint leaves (pudina),onion,cinnamon stick (dalchini),green bell pepper (capsicum),cloves (laung),garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
147,Spicy Curd Recipe - Spicy Curd With Onions,"salt,coriander leaves,green chilli,red chilli powder,water,carrot,curd,onion,oil,cucumber,cumin seeds","1,1,1,1,1,1,1,1,1,1,1"
148,Mustard Vegetable Curry Recipe,"turmeric powder,salt,vegetable stock,green peas,red chilli powder,cloves garlic,carrot,green beans,onion,oil,potatoes,coconut milk,dijon mustard,cumin seeds","1,1,1,1,1,1,1,1,1,1,1,1,1,1"
149,One Pot Spicy Vegetable Pulao Recipe with Coconut Milk,"salt,green beans (french beans),ginger,cardamom (elaichi) podsseeds,bay leaf (tej patta),ghee,cloves garlic,carrot,cinnamon stick (dalchini),rice,cloves (laung),coconut milk,turmeric powder,green chillies,cauliflower (gobi) florets","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
150,Bengali Aloo Dum Recipe - Bengali Aloo Dum Recipe,"turmeric powder,tomato,salt,stock coriander (dhania) leaves,ginger,yogurt,cinnamon,red chilli powder,cloves garlic,bay leaf,sugar,onion,potatoes boil remove the skin,cardamom,coriander powder,oil,green chillies,garam masala powder","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
151,Hyderabad Soy Biryani Recipe With Vegetables & Palak,"tomato,basmati rice,coriander (dhania) leaves,ajwain (carom seeds),carrot,onion,cumin seeds (jeera),soy (nuggets),turmeric powder,green chillies,sunflower oil,salt,black cardamom (badi elaichi),spinach leaves (palak) bunch,cardamom (elaichi) podsseeds,mace (javitri),mint leaves (pudina),garam masala powder,green beans (french beans),cauliflower (gobi),red chilli powder,water,bay leaf (tej patta),ghee,milk,saffron strands,green peas (matar),ginger garlic paste,cinnamon stick (dalchini),badam (almond),green bell pepper (capsicum),coriander powder,potato (aloo),cloves (laung)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
152,North Indian Feni Recipe - Sevaiyan Kheer,"cashew nuts,pheni roll,ghee,milk,raisins,sugar,almond meal (badam powder)","1,1,1,1,1,1,1"
153,South Indian Papad Curry Recipe - Appalam Vathal Kuzhambu (Recipe),"turmeric powder,salt,horsepowder,gram lentils,asafoetida,papad urad dal,mustard,dry red chilli,curry leaves,sesame oil,sambar powder,tamarind lemon","1,1,1,1,1,1,1,1,1,1,1,1"
154,Moong Dal Khichdi Recipe For Babies And Toddlers Over 10 Months,"salt,green beans (french beans),yellow moong dal (split),rice,ghee,asafoetida (hing),carrot,cumin seeds (jeera)","1,1,1,1,1,1,1,1"
155,Dahi Wale Aloo Recipe (Indian Yogurt-based Potato Curry),"salt,ginger,asafoetida (hing),coriander (dhania) leaves,red chilli powder,gram flour (besan),curd,curry leaves,onion,cumin seeds (jeera),garlic,coriander powder,potato (aloo),turmeric powder,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
156,Vegetable Fried Brown Rice Recipe,"salt,green beans (french beans),brown rice,ginger,green chilli,spring onion greens,soy sauce,carrot,virgin olive oil,tomato pasta sauce store bought,garlic,onion,vinegar,green bell pepper (capsicum),red chilli sauce,cabbage (patta gobi muttaikose)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
157,Eggless Devil's Food Cake Recipe,"baking powder,salt,chocolate ganache,flax seed powder (flax meal),water,curd,vanilla,eggs flaxmeal eggs replacer,caster sugar,cocoa powder,red food color (only ),flour (maida),butter","1,1,1,1,1,1,1,1,1,1,1,1,1"
158,Bengali Langcha Recipe With Mawa,"pistachios,milk,ghee vegetable oil,water,baking soda,sugar,caster sugar,cardamom powder (elaichi),sooji (semolina rava),flour (maida),milk powder","1,1,1,1,1,1,1,1,1,1,1"
159,Kovakkai Podi Curry Recipe - Tamil Nadu Style Ivy Gourd Stir Fry,"salt,asafoetida (hing),mustard seeds,tindora (dondakaya kovakkai)verticy,dry red chilli,curry leaves,white urad dal (split),coriander (dhania) seeds,dry red chillies,chana dal (bengal gram dal),sunflower oil","1,1,1,1,1,1,1,1,1,1,1"
160,Biryani Masala Powder Recipe - Biryani Masala Powder Recipe,"mace,star anis,cinnamon,st flowers,celery,large cardamom,cardamom,bay leaves,pepper,coriander seeds,cumin seeds,spoon nutmeg powder","1,1,1,1,1,1,1,1,1,1,1,1"
161,"Chicken Sausages, Baked Beans and Stir Fried Broccoli Recipe","chicken sausage,tomato,cumin powder (jeera),salt,red chilli powder cayenne pepper,cloves garlic,virgin olive oil,cloves garlic,onion,broccoli,thyme leaves,black pepper powder,pepper,dry beans (such cannellini soya beans),butter,dried oregano","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
162,Crispy Chicken Dumplings Recipe,"salt,boneless chicken,corn flour,eggs,red chilli powder,ginger garlic paste,curry leaves,gram flour (besan),black pepper powder,coriander powder,turmeric powder,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1"
163,Turkish Chicken Gozleme Recipe-Stuffed Spinach Chicken Bread,"tomato,salt,wheat flour,hung curd (greek yogurt),cumin powder (jeera),paprika powder,mint leaves (pudina),spring onion (bulb greens),cloves garlic,onion,chicken,feta cheese,black pepper powder,coriander powder,flour (maida),spinach leaves (palak)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
164,Moon Biscuits Recipe (Moon Shaped Baked Cookies),"baking powder,vivatta maida,sugar,vanilla,milk powder,butter","1,1,1,1,1,1"
165,Andaman Style Steamed Garlic Prawns Recipe,"salt,coriander (dhania) leaves,sesame (gingelly) oil,cloves garlic,soy sauce,black peppercorns,lemon drops,green chillies,prawns,sunflower oil","1,1,1,1,1,1,1,1,1,1"
166,Fruit Pachadi Recipe,"turmeric powder,salt,yogurt,coconut take,jaggery,water,fruit (pineapple,mustard,curry leaves,oil,green chillies,dry red peppers break","1,1,1,1,1,1,1,1,1,1,1,1"
167,Aloo Matar Masala Khichdi Recipe,"black cardamom (badi elaichi),cumin powder (jeera),salt,rice,bay leaf (tej patta),cardamom (elaichi) podsseeds,ghee,coriander (dhania) leaves,green peas (matar),red chilli powder,ginger garlic paste,onion,cinnamon stick (dalchini),cumin seeds (jeera),black pepper powder,cloves (laung),coriander powder,green chillies,potato (aloo) cubes","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
168,Rock Toast Recipe - Semolina Bread Toast,"salt,green chilli,coriander (dhania) leaves,onion powder,sunflower oil the toast,curd,black pepper powder,green bell pepper (capsicum),sooji (semolina rava)","1,1,1,1,1,1,1,1,1"
169,Potato Vindaloo Recipe (Spicy Goan Potato Curry),"garlic cloves,water grind,salt,mustard seeds,kashmiri dry red chillies hour,water enough boiling potatoes,curry leaves,sugar,methi seeds (fenugreek seeds),cumin seeds (jeera),vinegar,potato (aloo),turmeric powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1"
170,Lu Potol Post Recipe (Lu Parwal In Poppy Seed Masala Recipe),"green chillies,salt,ginger,mustard oil,coconut,fennel seeds (saunf),potato (aloo) skin,red chilli powder,dry red chilli,sugar,cinnamon stick (dalchini),cumin seeds (jeera),methi seeds (fenugreek seeds),poppy seeds,turmeric powder,cloves (laung),pointed gourd (parval)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
171,Aloo Bhey Ki Sabzi Recipe (Potato Lotus Stem Curry),"tomato,salt,ginger,coriander powder,asafoetida (hing),red chilli powder,coriander (dhania) leaves,onion,cumin seeds (jeera),garlic,lotus stem,potato (aloo),turmeric powder,green chillies,garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
172,Classic Grilled Tomato Cucumber Chutney Sandwich Recipe,"tomato,wheat brown bread,salt,chaat masala powder,tomato ketchup,black pepper powder,cucumber,green chutney (coriander mint),butter","1,1,1,1,1,1,1,1,1"
173,Homemade Granola Mix Recipe with Oats & Wheat Flakes,"dates (dried s),pine nuts,sunflower oil,nutmeg powder,dried raspberries,wheat flakes (cereal),pumpkin seeds,badam (almond),raisins (sultana),vanilla,walnuts,instant oats (oatmeal),cinnamon powder (dalchini)","1,1,1,1,1,1,1,1,1,1,1,1,1"
